title,movie_id,cast,crew
The Proposal,18240,"['Sandra Bullock', 'Ryan Reynolds', 'Mary Steenburgen']",['Anne Fletcher']
Double Jeopardy,10398,"['Tommy Lee Jones', 'Ashley Judd', 'Bruce Greenwood']",['Bruce Beresford']
Back to the Future Part II,165,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson']",['Robert Zemeckis']
Lucy,240832,"['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik']",['Luc Besson']
Fifty Shades of Grey,216015,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle']",['Sam Taylor-Johnson']
Spy Kids 3-D: Game Over,12279,"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega']",['Robert Rodriguez']
A Time to Kill,1645,"['Matthew McConaughey', 'Sandra Bullock', 'Samuel L. Jackson']",['Joel Schumacher']
Cheaper by the Dozen,11007,"['Steve Martin', 'Bonnie Hunt', 'Piper Perabo']",['Shawn Levy']
Lone Survivor,193756,"['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch']",['Peter Berg']
A League of Their Own,11287,"['Tom Hanks', 'Geena Davis', 'Madonna']",['Penny Marshall']
The Conjuring 2,259693,"['Patrick Wilson', 'Vera Farmiga', 'Madison Wolfe']",['James Wan']
The Social Network,37799,"['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake']",['David Fincher']
He's Just Not That Into You,10184,"['Ben Affleck', 'Jennifer Aniston', 'Drew Barrymore']",['Ken Kwapis']
Scary Movie 4,4257,"['Anna Faris', 'Regina Hall', 'Craig Bierko']",['David Zucker']
Scream 3,4234,"['David Arquette', 'Neve Campbell', 'Courteney Cox']",['Wes Craven']
Back to the Future Part III,196,"['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen']",['Robert Zemeckis']
Get Hard,257091,"['Will Ferrell', 'Kevin Hart', 'Alison Brie']",['Etan Cohen']
Dracula,6114,"['Gary Oldman', 'Winona Ryder', 'Anthony Hopkins']",['Francis Ford Coppola']
Julie & Julia,24803,"['Meryl Streep', 'Amy Adams', 'Stanley Tucci']",['Nora Ephron']
42,109410,"['Chadwick Boseman', 'T.R. Knight', 'Harrison Ford']",['Brian Helgeland']
The Talented Mr. Ripley,1213,"['Matt Damon', 'Gwyneth Paltrow', 'Jude Law']",['Anthony Minghella']
Dumb and Dumber To,100042,"['Jim Carrey', 'Jeff Daniels', 'Rachel Melvin']",['Bobby Farrelly']
Eight Below,9036,"['Paul Walker', 'Bruce Greenwood', 'Moon Bloodgood']",['Frank Marshall']
The Intern,257211,"['Robert De Niro', 'Anne Hathaway', 'Rene Russo']",['Nancy Meyers']
Ride Along 2,323675,"['Kevin Hart', 'Ice Cube', 'Olivia Munn']",['Tim Story']
The Last of the Mohicans,9361,"['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means']",['Michael Mann']
Ray,1677,"['Jamie Foxx', 'Kerry Washington', 'Regina King']",['Taylor Hackford']
Sin City,187,"['Jessica Alba', 'Devon Aoki', 'Clive Owen']",['Robert Rodriguez']
Vantage Point,7461,"['Dennis Quaid', 'Matthew Fox', 'Forest Whitaker']",['Pete Travis']
"I Love You, Man",16538,"['Paul Rudd', 'Jason Segel', 'Rashida Jones']",['John Hamburg']
Shallow Hal,9889,"['Gwyneth Paltrow', 'Jack Black', 'Jason Alexander']",['Bobby Farrelly']
JFK,820,"['Kevin Costner', 'Tommy Lee Jones', 'Gary Oldman']",['Oliver Stone']
Big Momma's House 2,11565,"['Martin Lawrence', 'Nia Long', 'Emily Procter']",['John Whitesell']
The Mexican,6073,"['Brad Pitt', 'Julia Roberts', 'James Gandolfini']",['Gore Verbinski']
17 Again,16996,"['Zac Efron', 'Leslie Mann', 'Matthew Perry']",['Burr Steers']
The Other Woman,193610,"['Cameron Diaz', 'Leslie Mann', 'Kate Upton']",['Nick Cassavetes']
The Final Destination,19912,"['Bobby Campo', 'Shantel VanSanten', 'Nick Zano']",['David R. Ellis']
Bridge of Spies,296098,"['Tom Hanks', 'Mark Rylance', 'Amy Ryan']",['Steven Spielberg']
Behind Enemy Lines,8007,"['Owen Wilson', 'Gene Hackman', 'Gabriel Macht']",['John Moore']
Get Him to the Greek,32823,"['Jonah Hill', 'Russell Brand', 'Rose Byrne']",['Nicholas Stoller']
Shall We Dance?,4380,"['Richard Gere', 'Jennifer Lopez', 'Susan Sarandon']",['Peter Chelsom']
Small Soldiers,11551,"['Gregory Smith', 'Kirsten Dunst', 'Denis Leary']",['Joe Dante']
Spawn,10336,"['Michael Jai White', 'Martin Sheen', 'John Leguizamo']",['Mark A.Z. Dippé']
The Count of Monte Cristo,11362,"['Jim Caviezel', 'Guy Pearce', 'Richard Harris']",['Kevin Reynolds']
The Lincoln Lawyer,50348,"['Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe']",['Brad Furman']
Unknown,48138,"['Liam Neeson', 'Diane Kruger', 'January Jones']",['Jaume Collet-Serra']
The Prestige,1124,"['Hugh Jackman', 'Christian Bale', 'Michael Caine']",['Christopher Nolan']
Horrible Bosses 2,227159,"['Jason Bateman', 'Jason Sudeikis', 'Charlie Day']",['Sean Anders']
Escape from Planet Earth,68179,"['Brendan Fraser', 'Rob Corddry', 'Ricky Gervais']",['Callan Brunker']
Apocalypto,1579,"['Rudy Youngblood', 'Raoul Max Trujillo', 'Gerardo Taracena']",['Mel Gibson']
The Living Daylights,708,"['Timothy Dalton', ""Maryam d'Abo"", 'Jeroen Krabbé']",['John Glen']
Predators,34851,"['Topher Grace', 'Alice Braga', 'Laurence Fishburne']",['Nimród Antal']
Legal Eagles,9930,"['Robert Redford', 'Debra Winger', 'Daryl Hannah']",['Ivan Reitman']
Secret Window,1586,"['Johnny Depp', 'John Turturro', 'Timothy Hutton']",['David Koepp']
The Lake House,2044,"['Keanu Reeves', 'Sandra Bullock', 'Shohreh Aghdashloo']",['Alejandro Agresti']
The Skeleton Key,9913,"['Kate Hudson', 'Gena Rowlands', 'Peter Sarsgaard']",['Iain Softley']
The Odd Life of Timothy Green,71864,"['Jennifer Garner', 'Joel Edgerton', 'Ron Livingston']",['Peter Hedges']
Made of Honor,10761,"['Patrick Dempsey', 'Michelle Monaghan', 'Kevin McKidd']",['Paul Weiland']
Jersey Boys,209451,"['Christopher Walken', 'Vincent Piazza', 'Freya Tingley']",['Clint Eastwood']
The Rainmaker,11975,"['Matt Damon', 'Danny DeVito', 'Jon Voight']",['Francis Ford Coppola']
Gothika,4970,"['Halle Berry', 'Robert Downey Jr.', 'Charles S. Dutton']",['Mathieu Kassovitz']
Amistad,11831,"['Morgan Freeman', 'Nigel Hawthorne', 'Anthony Hopkins']",['Steven Spielberg']
Medicine Man,9096,"['Sean Connery', 'Lorraine Bracco', 'José Wilker']",['John McTiernan']
Aliens vs Predator: Requiem,440,"['Steven Pasquale', 'Reiko Aylesworth', 'John Ortiz']",['Colin Strause']
Ri¢hie Ri¢h,11011,"['Macaulay Culkin', 'John Larroquette', 'Edward Herrmann']",['Donald Petrie']
Autumn in New York,10641,"['Richard Gere', 'Winona Ryder', 'Anthony LaPaglia']",['Joan Chen']
Music and Lyrics,11172,"['Drew Barrymore', 'Hugh Grant', 'Scott Porter']",['Marc Lawrence']
Paul,39513,"['Seth Rogen', 'Simon Pegg', 'Nick Frost']",['Greg Mottola']
The Guilt Trip,82687,"['Seth Rogen', 'Barbra Streisand', 'Yvonne Strahovski']",['Anne Fletcher']
Scream 4,41446,"['David Arquette', 'Neve Campbell', 'Courteney Cox']",['Wes Craven']
8MM,8224,"['Nicolas Cage', 'Joaquin Phoenix', 'James Gandolfini']",['Joel Schumacher']
The Doors,10537,"['Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan']",['Oliver Stone']
Sex Tape,225886,"['Cameron Diaz', 'Jason Segel', 'Rob Corddry']",['Jake Kasdan']
Hanging Up,10385,"['Meg Ryan', 'Diane Keaton', 'Lisa Kudrow']",['Diane Keaton']
Final Destination 5,55779,"['Emma Bell', ""Nicholas D'Agosto"", 'Miles Fisher']",['Steven Quale']
Mickey Blue Eyes,10154,"['Hugh Grant', 'James Caan', 'Jeanne Tripplehorn']",['Kelly Makin']
Pay It Forward,10647,"['Kevin Spacey', 'Helen Hunt', 'Haley Joel Osment']",['Mimi Leder']
Fever Pitch,11431,"['Drew Barrymore', 'Jimmy Fallon', 'Jason Spevack']",['Bobby Farrelly']
Drillbit Taylor,8457,"['Owen Wilson', 'Leslie Mann', 'Josh Peck']",['Steven Brill']
A Million Ways to Die in the West,188161,"['Seth MacFarlane', 'Charlize Theron', 'Liam Neeson']",['Seth MacFarlane']
The Shadow,8850,"['Alec Baldwin', 'John Lone', 'Penelope Ann Miller']",['Russell Mulcahy']
Extremely Loud & Incredibly Close,64685,"['Thomas Horn', 'Tom Hanks', 'Sandra Bullock']",['Stephen Daldry']
Morning Glory,38357,"['Rachel McAdams', 'Harrison Ford', 'Patrick Wilson']",['Roger Michell']
Get Rich or Die Tryin',10060,"['50 Cent', 'Joy Bryant', 'Adewale Akinnuoye-Agbaje']",['Jim Sheridan']
The Art of War,11398,"['Wesley Snipes', 'Donald Sutherland', 'Maury Chaykin']",['Christian Duguay']
Rent,1833,"['Anthony Rapp', 'Adam Pascal', 'Rosario Dawson']",['Chris Columbus']
Bless the Child,10391,"['Kim Basinger', 'Angela Bettis', 'Holliston Coleman']",['Chuck Russell']
The Out-of-Towners,8970,"['Steve Martin', 'Goldie Hawn', 'John Cleese']",['Sam Weisman']
The Island of Dr. Moreau,9306,"['Marlon Brando', 'Val Kilmer', 'David Thewlis']",['John Frankenheimer']
The Musketeer,11370,"['Catherine Deneuve', 'Mena Suvari', 'Stephen Rea']",['Peter Hyams']
The Other Boleyn Girl,12184,"['Natalie Portman', 'Scarlett Johansson', 'Eric Bana']",['Justin Chadwick']
Sweet November,1921,"['Keanu Reeves', 'Charlize Theron', 'Jason Isaacs']","[""Pat O'Connor""]"
The Reaping,1683,"['Hilary Swank', 'David Morrissey', 'Idris Elba']",['Stephen Hopkins']
Mean Streets,203,"['Harvey Keitel', 'Robert De Niro', 'David Proval']",['Martin Scorsese']
Renaissance Man,11858,"['Danny DeVito', 'Mark Wahlberg', 'Gregory Hines']",['Penny Marshall']
Colombiana,62835,"['Zoe Saldana', 'Cliff Curtis', 'Callum Blue']",['Olivier Megaton']
Quest for Camelot,18937,"['Jessalyn Gilsig', 'Cary Elwes', 'Gary Oldman']",['Frederik Du Chau']
City By The Sea,13536,"['Robert De Niro', 'James Franco', 'Frances McDormand']",['Michael Caton-Jones']
At First Sight,15556,"['Val Kilmer', 'Mira Sorvino', 'Kelly McGillis']",['Irwin Winkler']
Torque,10718,"['Martin Henderson', 'Ice Cube', 'Monet Mazur']",['Joseph Kahn']
City Hall,11062,"['Al Pacino', 'John Cusack', 'Bridget Fonda']",['Harold Becker']
Showgirls,10802,"['Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon']",['Paul Verhoeven']
Marie Antoinette,1887,"['Kirsten Dunst', 'Jason Schwartzman', 'Judy Davis']",['Sofia Coppola']
Kiss of Death,6071,"['David Caruso', 'Samuel L. Jackson', 'Nicolas Cage']",['Barbet Schroeder']
Get Carter,10461,"['Sylvester Stallone', 'Miranda Richardson', 'Rachael Leigh Cook']",['Stephen T. Kay']
The Impossible,80278,"['Naomi Watts', 'Ewan McGregor', 'Tom Holland']",['Juan Antonio Bayona']
Ishtar,12704,"['Warren Beatty', 'Dustin Hoffman', 'Isabelle Adjani']",['Elaine May']
Fantastic Mr. Fox,10315,"['George Clooney', 'Meryl Streep', 'Jason Schwartzman']",['Wes Anderson']
Life or Something Like It,16643,"['Angelina Jolie', 'Edward Burns', 'Tony Shalhoub']",['Stephen Herek']
Memoirs of an Invisible Man,2687,"['Chevy Chase', 'Daryl Hannah', 'Sam Neill']",['John Carpenter']
Amélie,194,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus']",['Jean-Pierre Jeunet']
New York Minute,11025,"['Ashley Olsen', 'Mary-Kate Olsen', 'Eugene Levy']",['Dennie Gordon']
Alfie,8849,"['Jude Law', 'Marisa Tomei', 'Omar Epps']",['Charles Shyer']
Big Miracle,78698,"['Drew Barrymore', 'John Krasinski', 'Kristen Bell']",['Ken Kwapis']
The Deep End of the Ocean,30943,"['Michelle Pfeiffer', 'Treat Williams', 'Whoopi Goldberg']",['Ulu Grosbard']
FearDotCom,9544,"['Stephen Dorff', 'Natascha McElhone', 'Stephen Rea']",['William Malone']
Cirque du Freak: The Vampire's Assistant,24418,"['John C. Reilly', 'Josh Hutcherson', 'Chris Massoglia']",['Paul Weitz']
Duplex,7288,"['Ben Stiller', 'Drew Barrymore', 'Eileen Essell']",['Danny DeVito']
Soul Men,14655,"['Samuel L. Jackson', 'Bernie Mac', 'Sharon Leal']",['Malcolm D. Lee']
Raise the Titanic,24575,"['M. Emmet Walsh', 'Richard Jordan', 'David Selby']",['Jerry Jameson']
Universal Soldier: The Return,10366,"['Jean-Claude Van Damme', 'Kiana Tom', 'Bill Goldberg']",['Mic Rodgers']
Pandorum,19898,"['Ben Foster', 'Dennis Quaid', 'Cam Gigandet']",['Christian Alvart']
Impostor,4965,"['Gary Sinise', 'Madeleine Stowe', 'Mekhi Phifer']",['Gary Fleder']
Extreme Ops,15074,"['Devon Sawa', 'Bridgette Wilson', 'Rufus Sewell']",['Christian Duguay']
Just Visiting,56715,"['Jean Reno', 'Christina Applegate', 'Christian Clavier']",['Jean-Marie Poiré']
Sunshine,1272,"['Cillian Murphy', 'Rose Byrne', 'Chris Evans']",['Danny Boyle']
A Thousand Words,72358,"['Eddie Murphy', 'Allison Janney', 'Cliff Curtis']",['Brian Robbins']
Delgo,20542,"['Freddie Prinze Jr.', 'Jennifer Love Hewitt', 'Val Kilmer']",['Marc F. Adler']
The Gunman,266396,"['Sean Penn', 'Jasmine Trinca', 'Javier Bardem']",['Pierre Morel']
Stormbreaker,9978,"['Alex Pettyfer', 'Sarah Bolger', 'Ewan McGregor']",['Geoffrey Sax']
Disturbia,8271,"['Shia LaBeouf', 'Sarah Roemer', 'Carrie-Anne Moss']",['D.J. Caruso']
Hackers,10428,"['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford']",['Iain Softley']
The Hunting Party,5353,"['Richard Gere', 'Terrence Howard', 'James Brolin']",['Richard Shepard']
The Hudsucker Proxy,11934,"['Tim Robbins', 'Jennifer Jason Leigh', 'Paul Newman']",['Joel Coen']
The Warlords,14392,"['Jet Li', 'Andy Lau', 'Takeshi Kaneshiro']",['Peter Chan']
Nomad: The Warrior,19495,"['Kuno Becker', 'Jay Hernandez', 'Jason Scott Lee']",['Sergei Bodrov Jr.']
Snowpiercer,110415,"['Chris Evans', 'Song Kang-ho', 'Ed Harris']",['Bong Joon-ho']
A Monster in Paris,77459,"['Vanessa Paradis', 'Mathieu Chedid', 'Gad Elmaleh']",['Bibo Bergeron']
The Last Shot,26486,"['Matthew Broderick', 'Alec Baldwin', 'Toni Collette']",['Jeff Nathanson']
The Crow,9495,"['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson']",['Alex Proyas']
Baahubali: The Beginning,256040,"['Prabhas', 'Rana Daggubati', 'Tamanna Bhatia']",['S.S. Rajamouli']
The Time Traveler's Wife,24420,"['Eric Bana', 'Rachel McAdams', 'Michelle Nolden']",['Robert Schwentke']
Because I Said So,1257,"['Diane Keaton', 'Mandy Moore', 'Gabriel Macht']",['Michael Lehmann']
Frankenweenie,62214,"['Charlie Tahan', ""Catherine O'Hara"", 'Martin Short']",['Tim Burton']
Serenity,16320,"['Nathan Fillion', 'Gina Torres', 'Alan Tudyk']",['Joss Whedon']
Against the Ropes,8842,"['Meg Ryan', 'Tony Shalhoub', 'Joe Cortese']",['Charles S. Dutton']
Superman III,9531,"['Christopher Reeve', 'Richard Pryor', 'Jackie Cooper']",['Richard Lester']
Grudge Match,64807,"['Robert De Niro', 'Sylvester Stallone', 'Alan Arkin']",['Peter Segal']
Red Cliff,12289,"['Chang Chen', 'Hu Jun', 'Tony Leung Chiu-Wai']",['John Woo']
Sweet Home Alabama,11529,"['Reese Witherspoon', 'Josh Lucas', 'Patrick Dempsey']",['Andy Tennant']
The Ugly Truth,20943,"['Katherine Heigl', 'Gerard Butler', 'Eric Winter']",['Robert Luketic']
Sgt. Bilko,9099,"['Steve Martin', 'Dan Aykroyd', 'Phil Hartman']",['Jonathan Lynn']
Spy Kids 2: The Island of Lost Dreams,9488,"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega']",['Robert Rodriguez']
Star Trek: Generations,193,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']",['David Carson']
The Grandmaster,44865,"['Tony Leung Chiu-Wai', 'Zhang Ziyi', 'Song Hye-kyo']",['Wong Kar-wai']
Water for Elephants,55787,"['Robert Pattinson', 'Reese Witherspoon', 'Christoph Waltz']",['Francis Lawrence']
Dragon Nest: Warriors' Dawn,257932,"['Carrie-Anne Moss', 'Lucas Grabeel', 'Blythe Auffarth']",['Yuefeng Song']
The Hurricane,10400,"['Denzel Washington', 'Vicellous Reon Shannon', 'Deborah Kara Unger']",['Norman Jewison']
Enough,1957,"['Jennifer Lopez', 'Billy Campbell', 'Juliette Lewis']",['Michael Apted']
Heartbreakers,10833,"['Sigourney Weaver', 'Jennifer Love Hewitt', 'Gene Hackman']",['David Mirkin']
Paul Blart: Mall Cop 2,256961,"['Kevin James', 'Raini Rodriguez', 'Eduardo Verástegui']",['Andy Fickman']
Angel Eyes,5852,"['Jennifer Lopez', 'Jim Caviezel', 'Jeremy Sisto']",['Luis Mandoki']
Joe Somebody,12312,"['Tim Allen', 'Julie Bowen', 'Kelly Lynch']",['John Pasquin']
The Ninth Gate,622,"['Johnny Depp', 'Frank Langella', 'Lena Olin']",['Roman Polanski']
Extreme Measures,11306,"['Hugh Grant', 'Gene Hackman', 'Sarah Jessica Parker']",['Michael Apted']
Rock Star,12508,"['Mark Wahlberg', 'Jennifer Aniston', 'Jason Flemyng']",['Stephen Herek']
Precious,25793,"['Gabourey Sidibe', ""Mo'Nique"", 'Paula Patton']",['Lee Daniels']
White Squall,10534,"['Jeff Bridges', 'Caroline Goodall', 'John Savage']",['Ridley Scott']
The Thing,1091,"['Kurt Russell', 'Keith David', 'Wilford Brimley']",['John Carpenter']
Riddick,87421,"['Vin Diesel', 'Karl Urban', 'Katee Sackhoff']",['David Twohy']
Switchback,10871,"['Dennis Quaid', 'Danny Glover', 'R. Lee Ermey']",['Jeb Stuart']
Texas Rangers,13503,"['James Van Der Beek', 'Rachael Leigh Cook', 'Ashton Kutcher']",['Steve Miner']
City of Ember,13600,"['Saoirse Ronan', 'Harry Treadaway', 'Mary Kay Place']",['Gil Kenan']
The Master,68722,"['Joaquin Phoenix', 'Philip Seymour Hoffman', 'Amy Adams']",['Paul Thomas Anderson']
Virgin Territory,14324,"['Ryan Cartwright', 'Hayden Christensen', 'Mischa Barton']",['David Leland']
The Express,14325,"['Rob Brown', 'Dennis Quaid', 'Darrin Henson']",['Gary Fleder']
The 5th Wave,299687,"['Chloë Grace Moretz', 'Nick Robinson', 'Alex Roe']",['J Blakeson']
Creed,312221,"['Michael B. Jordan', 'Sylvester Stallone', 'Graham McTavish']",['Ryan Coogler']
The Town,23168,"['Ben Affleck', 'Rebecca Hall', 'Jeremy Renner']",['Ben Affleck']
What to Expect When You're Expecting,76494,"['Cameron Diaz', 'Jennifer Lopez', 'Elizabeth Banks']",['Kirk Jones']
Burn After Reading,4944,"['George Clooney', 'Frances McDormand', 'Brad Pitt']",['Joel Coen']
Nim's Island,10488,"['Abigail Breslin', 'Jodie Foster', 'Gerard Butler']",['Jennifer Flackett']
Rush,96721,"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde']",['Ron Howard']
Magnolia,334,"['Julianne Moore', 'William H. Macy', 'John C. Reilly']",['Paul Thomas Anderson']
Cop Out,23742,"['Bruce Willis', 'Tracy Morgan', 'Juan Carlos Hernández']",['Kevin Smith']
How to Be Single,259694,"['Dakota Johnson', 'Rebel Wilson', 'Alison Brie']",['Christian Ditter']
Dolphin Tale,62837,"['Morgan Freeman', 'Ashley Judd', 'Harry Connick Jr.']",['Charles Martin Smith']
Twilight,8966,"['Kristen Stewart', 'Robert Pattinson', 'Billy Burke']",['Catherine Hardwicke']
John Q,8470,"['Denzel Washington', 'Robert Duvall', 'Anne Heche']",['Nick Cassavetes']
Blue Streak,11001,"['Martin Lawrence', 'Luke Wilson', 'Dave Chappelle']",['Les Mayfield']
We're the Millers,138832,"['Jason Sudeikis', 'Jennifer Aniston', 'Will Poulter']",['Rawson Marshall Thurber']
The Inhabited Island,16911,"['Vasily Stepanov', 'Pyotr Fyodorov', 'Юлия Снигирь']",['Fyodor Bondarchuk']
Breakdown,2163,"['Kurt Russell', 'J. T. Walsh', 'Kathleen Quinlan']",['Jonathan Mostow']
Never Say Never Again,36670,"['Sean Connery', 'Kim Basinger', 'Klaus Maria Brandauer']",['Irvin Kershner']
Hot Tub Time Machine,23048,"['John Cusack', 'Lizzy Caplan', 'Rob Corddry']",['Steve Pink']
Dolphin Tale 2,227735,"['Morgan Freeman', 'Ashley Judd', 'Nathan Gamble']",['Charles Martin Smith']
Reindeer Games,2155,"['Ben Affleck', 'Gary Sinise', 'Charlize Theron']",['John Frankenheimer']
A Man Apart,8409,"['Vin Diesel', 'Larenz Tate', 'Timothy Olyphant']",['F. Gary Gray']
Aloha,222936,"['Bradley Cooper', 'Emma Stone', 'Rachel McAdams']",['Cameron Crowe']
Ghosts of Mississippi,31908,"['Alec Baldwin', 'James Woods', 'Virginia Madsen']",['Rob Reiner']
Snow Falling on Cedars,10219,"['Ethan Hawke', 'Youki Kudoh', 'Reeve Carney']",['Scott Hicks']
The Rite,48171,"['Anthony Hopkins', ""Colin O'Donoghue"", 'Alice Braga']",['Mikael Håfström']
Gattaca,782,"['Ethan Hawke', 'Jude Law', 'Gore Vidal']",['Andrew Niccol']
Isn't She Great,75531,"['Bette Midler', 'Nathan Lane', 'Stockard Channing']",['Andrew Bergman']
Space Chimps,11802,"['Andy Samberg', 'Cheryl Hines', 'Jeff Daniels']",['Kirk De Micco']
Head of State,9776,"['Chris Rock', 'Bernie Mac', 'Dylan Baker']",['Chris Rock']
The Hangover,18785,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis']",['Todd Phillips']
Ip Man 3,365222,"['Donnie Yen', 'Lynn Hung', 'Zhang Jin']",['Wilson Yip']
Austin Powers: The Spy Who Shagged Me,817,"['Mike Myers', 'Heather Graham', 'Michael York']",['Jay Roach']
Batman,268,"['Jack Nicholson', 'Michael Keaton', 'Kim Basinger']",['Tim Burton']
Batman,2661,"['Adam West', 'Burt Ward', 'Lee Meriwether']",['Leslie H. Martinson']
There Be Dragons,45054,"['Charlie Cox', 'Dougray Scott', 'Wes Bentley']",['Roland Joffé']
Lethal Weapon 3,943,"['Mel Gibson', 'Danny Glover', 'Joe Pesci']",['Richard Donner']
The Blind Side,22881,"['Sandra Bullock', 'Quinton Aaron', 'Kathy Bates']",['John Lee Hancock']
Spy Kids,10054,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas']",['Robert Rodriguez']
Horrible Bosses,51540,"['Jennifer Aniston', 'Jason Bateman', 'Charlie Day']",['Seth Gordon']
True Grit,44264,"['Jeff Bridges', 'Matt Damon', 'Josh Brolin']",['Joel Coen']
The Devil Wears Prada,350,"['Meryl Streep', 'Anne Hathaway', 'Emily Blunt']",['David Frankel']
Star Trek: The Motion Picture,152,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",['Robert Wise']
Identity Thief,109431,"['Jason Bateman', 'Melissa McCarthy', 'Jon Favreau']",['Seth Gordon']
Cape Fear,1598,"['Robert De Niro', 'Nick Nolte', 'Jessica Lange']",['Martin Scorsese']
21,8065,"['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth']",['Robert Luketic']
Trainwreck,271718,"['Amy Schumer', 'Bill Hader', 'Brie Larson']",['Judd Apatow']
Guess Who,11638,"['Bernie Mac', 'Ashton Kutcher', 'Zoe Saldana']",['Kevin Rodney Sullivan']
The English Patient,409,"['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe']",['Anthony Minghella']
L.A. Confidential,2118,"['Kevin Spacey', 'Guy Pearce', 'Danny DeVito']",['Curtis Hanson']
